Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID
"White B., Martel M.D.","55417496800;57223260019;","An Intercultural Framework for Theory and Practice in Third Place Libraries",2022,"Public Library Quarterly","41","3",,"217","235",,2,"10.1080/01616846.2021.1918968","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105380772&doi=10.1080%2f01616846.2021.1918968&partnerID=40&md5=b34050fc229a3d21555093bfb01523cd","Anthropology Department, Montreal UniversityQC, Canada; School of Librarianship and Information Sciences, Montreal UniversityQC, Canada","White, B., Anthropology Department, Montreal UniversityQC, Canada; Martel, M.D., School of Librarianship and Information Sciences, Montreal UniversityQC, Canada","This article discusses how we can bring together an intercultural theoretical and practical framework to facilitate encounters between the different communities and forms of knowledge that influence the work of libraries in increasingly diverse urban environments. This approach can be mobilized to deal with systemic discrimination and to enhance social capital and the potential of libraries as third places. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","diversity; intercultural communication; Public libraries; third place",01616846,,,Article,"Final","",Scopus,2-s2.0-85105380772
"Matthews J.R.","7402836910;","Community Involvement in Summer Reading Programs: A Fresh Perspective",2022,"Public Library Quarterly","41","1",,"1","16",,,"10.1080/01616846.2021.1897500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105378029&doi=10.1080%2f01616846.2021.1897500&partnerID=40&md5=dd0b5bcffdbba1bf9e04789ab03da5c0","Public Library Quarterly, United States","Matthews, J.R., Public Library Quarterly, United States","Summer reading programs (SRP) have long been a staple in almost every public library. One of the primary reasons for SRPs is that they contribute to overcoming or mitigating summer reading loss or setback. Yet, the original research that led to the pronouncement of summer reading setback has been called into question. This suggests that the resources public libraries devote to SRPs might be better spent on working with other community organizations on assisting every child to become ready for kindergarten. Public libraries are encouraged to engage with other community organizations in order that summer reading programs will have a broader and greater impact. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","kindergarten readiness; reading skills; summer reading loss; Summer reading programs; summer reading setback",01616846,,,Article,"Final","",Scopus,2-s2.0-85105378029
"Stephens M., Partridge H., Davis K., Snyder M.","7201575171;24470072800;8223514100;57222227122;","The Strategic, Curious & Skeptical Learner : Australian Public Librarians and Professional Learning Experiences",2022,"Public Library Quarterly","41","3",,"257","272",,,"10.1080/01616846.2021.1893114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101938460&doi=10.1080%2f01616846.2021.1893114&partnerID=40&md5=f9119ae04964ae2d9363acc4b5586dc7","San Jose State University, San Jose, United States; Deakin University, Geelong, Australia; Council of Australian University Librarians, Canberra, Australia","Stephens, M., San Jose State University, San Jose, United States; Partridge, H., Deakin University, Geelong, Australia; Davis, K., Council of Australian University Librarians, Canberra, Australia; Snyder, M., San Jose State University, San Jose, United States","This study used narrative inquiry to investigate the experiences of Australian public librarians with professional learning and development. Twelve librarians currently working in public libraries in Australia were interviewed. The interviews revealed stories that depicted the real experiences of professional learning for the librarians. These stories are represented in this paper via two components: five critical insights; and three personas. The five critical insights include: (i) there is not enough professional learning experiences (PLE) or learning culture in their library; (ii) PLE must be sought out personally and a major portion of PLE has to happen on their own time; (iii) PLE is primarily found online, and that utilizing social media is a crucial way to find PLE opportunities; and (iv) PLE opportunities are wanted. The three personas were articulated to best typify the different experiences of the Australian public librarians: the Strategic Learner, the Curious Ad Hoc Learner, and the Skeptical Learner. The study’s findings have implications for how public libraries in Australia can support and enable a culture of professional learning and development. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","Australian librarians; Narrative inquiry; personas; professional development; professional learning experiences; public librarians; public libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-85101938460
"Fraser-Arnott M.","57035303000;","Exploring Public Library Identity Through Mission Statements",2022,"Public Library Quarterly","41","3",,"236","256",,2,"10.1080/01616846.2021.1893568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101626636&doi=10.1080%2f01616846.2021.1893568&partnerID=40&md5=aae78992f7261db9302226ca1ec3f9a7","Center for Information Research and Innovation (CIRI), San José State University (SJSU), San José, United States","Fraser-Arnott, M., Center for Information Research and Innovation (CIRI), San José State University (SJSU), San José, United States","Public libraries’ institutional identities inform library strategic planning, including marketing and branding, collection and service development, evaluation, and talent management. While each public library develops a unique identity and brand, this identity is informed by the collective institutional identity of public libraries. This study examined the mission statements of public libraries in Canada and the United States in order to identity the salient aspects of public library identity of modern public libraries. The following identity components were identified: (1) community building, (2) culture and recreation, (3) equitable access, (4) information, (5) positive impact, and (6) stewardship. These identity components are examined in relation to literature on library and librarian professional identity and history. They categories are sufficiently broad to serve as an umbrella for a wide range of public library collections, programs and services. Understanding the collective identity of public libraries allows each public library to situate their unique collections and activities within the greater library community. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","branding; Identity; mission statements; values",01616846,,,Article,"Final","",Scopus,2-s2.0-85101626636
"Katz A.","57222065227;","Neglected to Indispensable: Lessons from beyond Access for Global Public Library Reform and Development",2022,"Public Library Quarterly","41","3",,"273","293",,,"10.1080/01616846.2021.1880260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101270949&doi=10.1080%2f01616846.2021.1880260&partnerID=40&md5=c23448f8f33e6307c88e4cafe585c792","School of Information, San Jose State University, San Jose, CA, United States","Katz, A., School of Information, San Jose State University, San Jose, CA, United States","Beyond Access was the first major global attempt to connect the international development and public library worlds. Taking the form of a series of projects in a dozen countries meant to help catalyze library development around national goals, the program operated from 2011 to 2018. Starting from a point at which libraries in most low–and middle-income countries were neglected, disused and staffed by librarians with outdated skills, it effectively launched public libraries into national dialogue in some countries and failed to do so in others. This article explores the conditions and actions that led to effective projects and what lessons for future library development efforts might be gleaned from the program’s work. In Myanmar and Georgia, the program attracted new investment into public libraries aligned with central government digital strategies. In Bangladesh and the Philippines, the program integrated public libraries into education efforts where they had been previously ignored. With more than a quarter million public libraries in low–and middle-income countries, there remains vast potential for library systems to reinforce their relevancy in the 21st century, attract new resources, and provide vital services. Library leaders around the world can build on the experience of Beyond Access to help inform initiatives to revive libraries around modern needs. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","bangladesh; community engagement; georgia; ict4d; international development; leadership; library development; myanmar; philippines; Public libraries; social inclusion",01616846,,,Article,"Final","",Scopus,2-s2.0-85101270949
"LaConte K., Mitchell B., Shupla C., Liston C., Fitzhugh G.","56749101600;57221801717;57221804396;57221806805;57221804982;","Lessons Learned from NASA STEM Workshops for High-Impact Professional Development",2022,"Public Library Quarterly","41","2",,"144","160",,,"10.1080/01616846.2021.1875805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100250078&doi=10.1080%2f01616846.2021.1875805&partnerID=40&md5=66641ff025f1f9ba91795a4a530a6e68","National Center for Interactive Learning, Space Science Institute, Boulder, United States; Department of Education and Public Engagement, Lunar and Planetary Institute, Houston, TX, United States; Education Development Center, Inc, Waltham, MA, United States","LaConte, K., National Center for Interactive Learning, Space Science Institute, Boulder, United States; Mitchell, B., National Center for Interactive Learning, Space Science Institute, Boulder, United States; Shupla, C., Department of Education and Public Engagement, Lunar and Planetary Institute, Houston, TX, United States; Liston, C., Education Development Center, Inc, Waltham, MA, United States; Fitzhugh, G., Education Development Center, Inc, Waltham, MA, United States","As public libraries continue to evolve, library staff seek to expand their STEM facilitation skills and knowledge. “NASA STEM Workshops” prepared 363 attendees to facilitate space-themed programs. External evaluation found that months later, attendees facilitated more STEM programming, became more confident and aware of STEM resources, and shared these resources with others. The professional development model demonstrated the importance of (1) practical, hands-on experiences to cultivate internal confidence and interest in facilitating STEM activities, and (2) increased attention to external factors (e.g., administrative support, community collaborations, library allowances on physical space and funding), to secure positive impacts of attendees. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","Capacity; collaborators; confidence; continuing education; facilitation; hands-on; interactive; interest; library; NASA; practical; professional development; program development; state library agencies; STEM; workshop; “guide on the side”",01616846,,,Article,"Final","",Scopus,2-s2.0-85100250078
"Palmer M.","57221768457;","Study of Future Public Library Trends & Best Practices",2022,"Public Library Quarterly","41","1",,"83","107",,,"10.1080/01616846.2020.1868224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100098380&doi=10.1080%2f01616846.2020.1868224&partnerID=40&md5=9936b4a00bc0b0d0d563bd47cf255451","Library Consultant, Squamish, BC, Canada","Palmer, M., Library Consultant, Squamish, BC, Canada","In their dual roles as community hubs and knowledge facilitators, libraries of the future will experience major change: they will have fewer books and increased available physical space; they will shift from content warehouses to content creation enablers; they will serve new types of visitors including digital natives, knowledge creators, and entrepreneurial learners. These trends will affect four tools used to achieve library goals: technology, collaboration, physical space, and people. This article summarizes a literature review, performed on behalf of the Squamish Public Library in British Columbia, Canada, that examined these future public library trends. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","collaboration; creativity; Future; technology; trends",01616846,,,Article,"Final","",Scopus,2-s2.0-85100098380
"DeGuzman P.B., Jain N., Loureiro C.G.","24477404300;57221556010;57221702042;","Public Libraries as Partners in Telemedicine Delivery: A Review and Research Agenda",2022,"Public Library Quarterly","41","3",,"294","304",,2,"10.1080/01616846.2021.1877080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099811896&doi=10.1080%2f01616846.2021.1877080&partnerID=40&md5=cefaa445eae41f4339cdd33bd7475875","University of Virginia School of Nursing, Charlottesville, VA, United States; Undergraduate Student, University of Virginia School of Nursing, Charlottesville, VA, United States; University of Virginia School of Nursing, Charlottesville, VA, United States","DeGuzman, P.B., University of Virginia School of Nursing, Charlottesville, VA, United States; Jain, N., Undergraduate Student, University of Virginia School of Nursing, Charlottesville, VA, United States; Loureiro, C.G., University of Virginia School of Nursing, Charlottesville, VA, United States","In the U.S., those who lack broadband internet have limited ability to connect to care providers over a telemedicine video visit (VV). During the coronavirus disease pandemic, VVs have become increasingly common, but are not equitably accessible, which may exacerbate existing health disparities. Widening health disparities are of particular concern in the rural U.S. where broadband is lacking. Because public libraries are trusted sources of health information and typically offer free use of broadband internet to patrons, they can help bridge the digital health divide and assist patrons with VVs. However, no guidelines currently exist for care providers and libraries to implement this potentially complex undertaking. In this paper, we review concepts related to the digital health divide and its impact on telemedicine inequities, and propose a research framework for evaluating public libraries as potential hubs for residents living in broadband-poor communities to connect to a telemedicine VV. There is currently a paucity of research evaluating the use of libraries for telemedicine, although partnerships between libraries and health providers may be increasing. We use an established health implementation science framework to guide a research agenda to examine the reach, efficacy, adoption, implementation, and maintenance of collaborative programs between libraries and health providers intended to leverage public libraries to improve access to telemedicine VVs in broadband-poor communities. The use of public libraries as spaces from which patrons can participate in VVs with providers is promising, but research is urgently needed to guide implementation. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.","Digital divide; health disparities; public libraries; rural health; telemedicine",01616846,,,Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099811896
"Albrecht S.","57204975687;","Assessing Library Facility Security: No Consultants Required",2022,"Public Library Quarterly","41","2",,"109","122",,,"10.1080/01616846.2020.1825918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097446035&doi=10.1080%2f01616846.2020.1825918&partnerID=40&md5=ff2379886e2a825a0cd9d8bb0a4f21bb","Springfield, MO  65814, United States","Albrecht, S., Springfield, MO  65814, United States","Library leaders can conduct their own Site Security Assessment of their library facilities, without needing to use a security consultant. © 2020 The Author(s). Published with license by Taylor & Francis Group, LLC.","assessment; Library; report; security; site security",01616846,,,Article,"Final","",Scopus,2-s2.0-85097446035
"Velez L., Lyons P., Chow A.S.","55848421000;57220114499;36729804600;","It Starts by Asking the Right Questions - Meeting the Needs of the Hispanic Community in Public Libraries",2022,"Public Library Quarterly","41","2",,"123","143",,,"10.1080/01616846.2020.1847631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096952583&doi=10.1080%2f01616846.2020.1847631&partnerID=40&md5=f2d460b3569448c69450279e9afb5397","LIS, University of North Carolina, Greensboro, NC, United States","Velez, L., LIS, University of North Carolina, Greensboro, NC, United States; Lyons, P., LIS, University of North Carolina, Greensboro, NC, United States; Chow, A.S., LIS, University of North Carolina, Greensboro, NC, United States","Mecklenburg County, North Carolina has seen exponential growth in its Hispanic population. Recognizing that this growth requires the public library to reinvent itself to meet the needs of Hispanic patrons, the research team surveyed Spanish-speaking Hispanics living in Mecklenburg County and interviewed Spanish-speaking outreach librarians to better understand the priorities of this patron group. Findings suggest that current library programming is in line with the priorities of Spanish-speaking Hispanic community members, but more effective outreach needs to be done to inform the Hispanic community about the services and programming offered by the public library. © 2020 The Author(s). Published with license by Taylor & Francis Group, LLC.","Hispanic; Latinx; outreach; Public library services",01616846,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096952583
"Hernández-Pérez O., Vilariño F., Domènech M.","57220026269;6508105875;8430937200;","Public Libraries Engaging Communities through Technology and Innovation: Insights from the Library Living Lab",2022,"Public Library Quarterly","41","1",,"17","42",,2,"10.1080/01616846.2020.1845047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096599701&doi=10.1080%2f01616846.2020.1845047&partnerID=40&md5=af589be318a3928f418f2bcb2cb9c500","Department of Social Psychology, Barcelona Science and Technology Studies Group (STS-b), Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center (CVC), Universitat Autònoma de Barcelona, Barcelona, Spain","Hernández-Pérez, O., Department of Social Psychology, Barcelona Science and Technology Studies Group (STS-b), Universitat Autònoma de Barcelona, Barcelona, Spain; Vilariño, F., Computer Vision Center (CVC), Universitat Autònoma de Barcelona, Barcelona, Spain; Domènech, M., Department of Social Psychology, Barcelona Science and Technology Studies Group (STS-b), Universitat Autònoma de Barcelona, Barcelona, Spain","Public libraries have proven for centuries to be infrastructures both stable enough as reference centers for access to knowledge yet plastic enough to respond to the social changes of the communities they serve. In these present times of transformation, during which digitalization and the intensive use of technologies are modifying the way in which knowledge is produced, public libraries are facing new and disruptive challenges. The emergence of certain innovation ecosystems within libraries, which place the community at the center of cocreation and codesign processes between different agents, has transformed some public libraries into encountering spaces. The Library Living Lab, in the Miquel Batllori Public Library of Sant Cugat del Vallès (Barcelona, Spain), is an expression of this systemic change. The following paper is a case study based on that sociotechnical infrastructure and analyzes, through two singular examples, how digital technologies can be drivers of social transformation when citizen engagement is placed at the center of innovation processes. The case study also provides insights into how public libraries may become key agents in fostering and strengthening social cohesion through situated, collective, and technology-based innovation practices. © 2022 The Author(s). Published with license by Taylor & Francis Group, LLC.","boundary organizations; Citizen engagement; community building; living labs; public libraries",01616846,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096599701
"Vardell E., Wang T.","38562182700;57210824451;","Public librarians connecting communities to health insurance information",2022,"Public Library Quarterly","41","2",,"161","188",,,"10.1080/01616846.2020.1844535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095770731&doi=10.1080%2f01616846.2020.1844535&partnerID=40&md5=03479dfab64e9d1008e302f59ca1ab5b","School of Library and Information Management, Emporia State University, Emporia, KS, United States","Vardell, E., School of Library and Information Management, Emporia State University, Emporia, KS, United States; Wang, T., School of Library and Information Management, Emporia State University, Emporia, KS, United States","This qualitative research study explored librarian experiences at libraries that received funding for Affordable Care Act outreach through the “Connecting You to Coverage” funding opportunity offered by the Public Library Association. The researchers conducted semi-structured interviews with 13 public library funding recipients to uncover more details about providing Affordable Care Act assistance, the specific services offered at participating libraries, approaches to connecting patrons with Navigators, and undertaking social media outreach efforts. The participants in this study shared creative approaches to using funding, outlined the benefits of partnering with local organizations, described the ways in which patrons engaged with librarians for assistance, and identified their strategies for evaluating these efforts. By identifying successful outreach strategies, the ideas presented in this study provide a springboard for other librarians hoping to undertake Affordable Care Act and health insurance information outreach. © 2020 The Author(s). Published with license by Taylor & Francis Group, LLC.","Affordable Care Act; grant funding; Health insurance; outreach; Public Library Association",01616846,,,Article,"Final","",Scopus,2-s2.0-85095770731
"Prizeman O., Boughanmi M., Pezzica C.","55327353100;57215589704;57196037951;","Carnegie Libraries of Britain: Assets or Liabilities? Managing Altering Agendas of Energy Efficiency for Early 20th Century Heritage",2022,"Public Library Quarterly","41","1",,"43","82",,,"10.1080/01616846.2020.1826242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094895679&doi=10.1080%2f01616846.2020.1826242&partnerID=40&md5=fbb11ec76bc0e7b7c577b7cb10a2352c","Welsh School of Architecture, Cardiff University, Cardiff, United Kingdom","Prizeman, O., Welsh School of Architecture, Cardiff University, Cardiff, United Kingdom; Boughanmi, M., Welsh School of Architecture, Cardiff University, Cardiff, United Kingdom; Pezzica, C., Welsh School of Architecture, Cardiff University, Cardiff, United Kingdom","After over a century of service, many Carnegie library buildings in Britain are at risk, often condemned for presumed poor energy performance with heritage protection perceived as a further burden to negotiate. Although most now have heritage status, saving them from demolition, demands to meet changing agendas for efficiency mean that increasingly these buildings are being sold and re-used. A more nuanced reading of measures of performance is necessary. By interrogating operational data in context and establishing indicators for life-cycle analysis, this paper aims to offer generalizable steps to justify their continued service in promoting wellbeing. © 2022 The Author(s). Published with license by Taylor & Francis Group, LLC.","Carnegie Libraries; heritage Life Cycle Analysis; sustainable Building Conservation",01616846,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85094895679
